File,Folder,Fs,NumChannels,Channel,Dur_ms,tL_ms,tR_ms,fAM_Hz,fAM_kHz,PeakProminence,EnvLP_Hz,Presence_RMS,Fmax_kHz,AM_Method,Tau_xcorr_ms,Tau_cep_ms,Tau_ripple_ms,Tau_cons_ms,OverlapFlag,nCorrPeaks,DurInfl_ms,fRipple_Hz,fRipple_kHz,DurCorr_ms
Call_10.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,4,4.53645833333333,10.9635416666667,15.5,4125,4.125,0.000986507546668897,5000,0.00120369098464402,54,welch,0.229166666666667,0.692708333333333,1.93939393939394,NaN,0,3,NaN,NaN,NaN,4.53645833333333
Call_11.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,1,4.15104166666667,11.609375,15.7604166666667,1546.875,1.546875,0.350679314181737,5000,0.00102265075348655,56,welch,0.291666666666667,0.291666666666667,1.93939393939394,0.291666666666667,1,14,0.291666666666667,3428.57142857143,3.42857142857143,3.859375
Call_11.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,2,3.53125,8.19270833333333,11.7239583333333,1593.75,1.59375,0.225090445200695,5000,0.00157004657953703,51,welch,0.322916666666667,0.276041666666667,1.93939393939394,0.322916666666667,1,20,0.322916666666667,3096.77419354839,3.09677419354839,3.20833333333333
Call_11.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,3,4.234375,9.53125,13.765625,1171.875,1.171875,0.318227616658106,5000,0.000845916632909729,55,welch,0.223958333333333,0.244791666666667,1.93939393939394,0.244791666666667,1,4,0.244791666666667,4085.10638297872,4.08510638297872,3.98958333333333
Call_11.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT028_Analysis/segment_02,192000,4,4,3.86979166666667,10.2447916666667,14.1145833333333,1125,1.125,0.390763530584359,5000,0.000989940238390091,52,welch,0.213541666666667,0.442708333333333,1.93939393939394,NaN,0,5,NaN,NaN,NaN,3.86979166666667
Call_15.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,1,10.9010416666667,6.5,17.4010416666667,1265.625,1.265625,0.361790780462376,5000,0.000387959623023716,12,welch,0.28125,0.260416666666667,1.93939393939394,0.28125,1,14,0.28125,3555.55555555556,3.55555555555556,10.6197916666667
Call_15.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,2,3.53645833333333,10.1666666666667,13.703125,1359.375,1.359375,0.199792326226376,5000,0.00145444309836775,52,welch,0.291666666666667,0.354166666666667,1.93939393939394,0.354166666666667,1,12,0.354166666666667,2823.52941176471,2.82352941176471,3.18229166666667
Call_15.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,3,5.86979166666667,8.5625,14.4322916666667,1312.5,1.3125,0.150775144259453,5000,0.000638668141827906,1,welch,0.239583333333333,0.463541666666667,1.93939393939394,NaN,0,9,NaN,NaN,NaN,5.86979166666667
Call_15.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,4,4.49479166666667,11.9270833333333,16.421875,2156.25,2.15625,0.0188747696362976,5000,0.000801253932010925,58,welch,0.213541666666667,0.723958333333333,1.93939393939394,NaN,0,8,NaN,NaN,NaN,4.49479166666667
Call_16.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,1,5.47395833333333,11.6666666666667,17.140625,1171.875,1.171875,0.143453047484296,5000,0.000593783692403463,1,welch,0.286458333333333,0.286458333333333,1.93939393939394,0.286458333333333,1,24,0.286458333333333,3490.90909090909,3.49090909090909,5.1875
Call_16.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,2,3.55208333333333,9.640625,13.1927083333333,1218.75,1.21875,0.0410010452106999,5000,0.00180317669409136,51,welch,0.307291666666667,0.760416666666667,1.93939393939394,NaN,0,12,NaN,NaN,NaN,3.55208333333333
Call_16.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,3,4.04166666666667,10.0833333333333,14.125,2015.625,2.015625,0.053494423192979,5000,0.000988774671080106,55,welch,0.244791666666667,0.328125,1.93939393939394,0.328125,1,33,0.328125,3047.61904761905,3.04761904761905,3.71354166666667
Call_16.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,4,5.5,10.765625,16.265625,2718.75,2.71875,0.0272647548319838,5000,0.000593061426959698,68,welch,0.208333333333333,0.354166666666667,1.93939393939394,0.354166666666667,1,12,0.354166666666667,2823.52941176471,2.82352941176471,5.14583333333333
Call_18.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,1,5.71875,11.46875,17.1875,1781.25,1.78125,0.0291265032714042,5000,0.000598532710884745,1,welch,0.427083333333333,0.25,1.93939393939394,NaN,0,10,NaN,NaN,NaN,5.71875
Call_18.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,2,3.77083333333333,8.83333333333333,12.6041666666667,1921.875,1.921875,0.0366756003383158,5000,0.00144413038476819,53,welch,0.244791666666667,0.265625,1.93939393939394,0.265625,1,19,0.265625,3764.70588235294,3.76470588235294,3.50520833333333
Call_18.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,3,5.171875,9.48958333333333,14.6614583333333,1359.375,1.359375,0.0814321873269865,5000,0.000569526756583852,57,welch,0.34375,0.34375,1.93939393939394,0.34375,1,17,0.34375,2909.09090909091,2.90909090909091,4.828125
Call_18.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_01,192000,4,4,5.14583333333333,10.4114583333333,15.5572916666667,1171.875,1.171875,0.11436808602299,5000,0.000639909651133537,57,welch,1.01041666666667,0.802083333333333,1.01587301587302,1.01041666666667,1,23,1.01041666666667,989.690721649485,0.989690721649485,4.13541666666667
Call_04.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,1,4.47395833333333,9.11979166666667,13.59375,3046.875,3.046875,0.00407397326981082,5000,0.000928397391139702,57,welch,0.229166666666667,0.208333333333333,1.93939393939394,0.229166666666667,1,2,0.229166666666667,4363.63636363636,4.36363636363636,4.24479166666667
Call_04.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,2,3.58333333333333,5.75,9.33333333333333,750,0.75,0.429654398160272,5000,0.00130887755028689,53,welch,0.21875,0.265625,1.93939393939394,0.265625,1,3,0.265625,3764.70588235294,3.76470588235294,3.31770833333333
Call_04.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,3,3.9375,8.38541666666667,12.3229166666667,2765.625,2.765625,0.00199636091991669,5000,0.000903781134706331,53,welch,0.265625,0.755208333333333,1.93939393939394,NaN,0,2,NaN,NaN,NaN,3.9375
Call_04.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,4,4.34375,7.11979166666667,11.4635416666667,1640.625,1.640625,0.00278283183442082,5000,0.000830548010005872,55,welch,NaN,0.255208333333333,1.93939393939394,NaN,0,0,NaN,NaN,NaN,4.34375
Call_05.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,1,4.22395833333333,11.1822916666667,15.40625,984.375,0.984375,0.377319552428302,5000,0.0011265673986994,55,welch,0.223958333333333,0.223958333333333,1.93939393939394,0.223958333333333,1,4,0.223958333333333,4465.11627906977,4.46511627906977,4
Call_05.wav,/Users/ravi/Documents/projects/ripples/code/data/20250817/BAT031_Analysis/segment_02,192000,4,2,3.88020833333333,7.47395833333333,11.3541666666667,890.625,0.890625,0.24768332424792,5000,0.00156474544969425,51,welch,0.21875,0.21875,1.93939393939394,0.21875,1,4,0.21875,4571.42857142857,4.57142857142857,3.66145833333333
